Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
8,3,2015-05-13,6012,769,1,0,0,0
8,6,2013-11-09,2474,289,1,0,0,0
8,2,2015-04-28,8419,897,1,1,0,0
8,4,2014-01-09,6011,739,1,1,0,0
8,6,2015-07-04,3418,428,1,0,0,0
8,2,2014-11-18,5834,766,1,0,0,0
8,4,2013-04-04,4649,657,1,0,0,1
8,2,2014-02-11,4514,635,1,0,0,0
8,3,2013-06-19,5355,639,1,1,0,0
8,2,2015-06-16,8386,879,1,1,0,0
8,6,2014-06-28,2810,369,1,0,0,0
8,6,2015-04-18,3834,405,1,0,0,0
8,1,2015-02-16,9169,917,1,1,0,0
8,6,2013-06-08,2791,337,1,0,0,0
8,3,2013-06-05,5549,659,1,1,0,0
8,5,2014-02-14,4423,590,1,0,0,0
8,3,2013-11-06,5816,655,1,1,0,0
8,1,2013-11-18,7831,800,1,1,0,0
8,4,2014-06-26,4779,716,1,0,0,0
8,5,2013-07-05,4959,595,1,1,0,1
9,6,2013-08-10,4838,445,1,0,0,0
9,2,2013-08-20,4939,482,1,0,0,1
9,5,2013-10-11,5723,504,1,1,0,0
9,5,2013-06-14,4919,494,1,0,0,0
9,2,2013-12-17,9620,746,1,1,0,0
9,1,2014-11-17,6184,616,1,0,0,0
9,2,2014-04-15,8318,669,1,1,0,1
9,3,2013-10-30,4801,512,1,0,0,1
9,3,2014-10-08,7221,596,1,1,0,1
9,1,2013-08-26,8848,758,1,1,0,1
9,1,2014-05-12,6028,561,1,0,0,0
9,4,2013-06-27,4983,451,1,0,0,0
9,6,2013-02-09,5498,514,1,0,0,0
9,4,2013-01-10,5340,482,1,1,0,0
9,4,2013-01-17,3702,362,1,0,0,0
9,6,2015-01-24,5410,500,1,0,0,0
9,6,2013-11-16,5304,480,1,0,0,0
9,1,2015-05-11,6356,616,1,0,0,0
9,1,2014-08-25,5977,592,1,0,0,0
9,4,2015-03-19,8188,689,1,1,0,0
9,2,2015-05-12,6634,581,1,0,0,0
9,2,2014-12-09,5380,533,1,0,0,0
9,1,2015-04-27,11737,843,1,1,0,0
9,4,2013-11-14,5065,478,1,0,0,0
9,6,2015-07-04,6223,538,1,0,0,0
9,2,2013-08-27,6421,565,1,1,0,1
9,4,2013-04-04,4219,404,1,0,0,1
9,1,2014-02-10,5904,573,1,0,0,0
9,4,2014-03-27,4744,484,1,0,0,0
9,2,2015-06-16,9078,727,1,1,0,0
9,4,2014-01-16,4868,496,1,0,0,0
9,5,2015-04-17,8346,687,1,1,0,0
9,6,2015-02-14,7377,666,1,0,0,0
9,5,2013-07-26,5007,463,1,0,0,1
9,5,2013-02-15,4832,469,1,0,0,0
9,4,2014-08-07,6750,604,1,1,0,1
9,5,2013-03-01,5578,483,1,0,0,0
9,1,2013-11-18,8200,707,1,1,0,0
9,4,2014-06-26,4515,464,1,0,0,0
9,1,2013-09-30,6511,580,1,0,0,0
10,1,2013-08-12,8062,817,1,1,0,0
10,3,2013-08-21,4709,563,1,0,0,0
10,4,2014-11-20,4753,567,1,0,0,0
10,4,2013-06-27,4791,547,1,0,0,1
10,6,2015-01-03,4956,502,1,0,0,0
10,6,2014-11-15,4895,542,1,0,0,0
10,6,2014-03-01,5235,567,1,0,0,0
10,1,2014-09-22,5177,594,1,0,0,0
10,6,2013-08-17,4703,553,1,0,0,0
10,3,2014-11-26,6882,655,1,1,0,0
10,5,2013-09-06,4582,519,1,0,0,0
10,5,2014-10-10,6059,694,1,1,0,0
10,2,2014-10-21,5604,574,1,1,0,0
10,1,2014-11-10,6811,713,1,1,0,0
10,4,2013-01-17,4460,497,1,0,0,0
10,1,2015-01-26,6088,624,1,1,0,0
10,6,2013-11-16,5092,521,1,0,0,0
10,2,2015-05-12,5687,595,1,0,0,0
10,2,2013-09-03,4968,587,1,0,0,0
10,5,2015-03-20,6836,684,1,1,0,0
10,3,2015-05-13,5938,674,1,0,0,0
10,6,2013-11-09,4557,492,1,0,0,0
10,2,2015-04-28,6322,614,1,1,0,0
10,4,2014-01-09,5109,561,1,1,0,0
10,6,2015-07-04,5120,521,1,0,0,0
10,2,2014-11-18,5290,630,1,0,0,0
10,4,2013-04-04,4531,544,1,0,0,0
10,2,2014-02-11,5372,624,1,0,0,0
10,3,2013-06-19,5697,602,1,1,0,0
10,2,2015-06-16,6681,667,1,1,0,0
10,6,2014-06-28,4606,478,1,0,0,0
10,6,2015-04-18,5807,534,1,0,0,0
10,1,2015-02-16,7738,752,1,1,0,0
10,6,2013-06-08,4943,532,1,0,0,0
10,3,2013-06-05,5440,596,1,1,0,0
10,5,2014-02-14,4992,575,1,0,0,0
10,3,2013-11-06,5708,563,1,1,0,0
10,1,2013-11-18,7573,684,1,1,0,0
10,4,2014-06-26,4633,533,1,0,0,0
10,5,2013-07-05,5663,588,1,1,0,1
11,1,2013-08-12,10514,1434,1,1,0,0
11,3,2013-08-21,7236,1235,1,0,0,0
11,4,2014-11-20,7396,1106,1,0,0,0
11,4,2013-06-27,6156,822,1,0,0,1
11,6,2015-01-03,4916,672,1,0,0,0
11,6,2014-11-15,6696,873,1,0,0,0
11,6,2014-03-01,6249,896,1,0,0,0
11,1,2014-09-22,6631,1078,1,0,0,0
11,6,2013-08-17,6109,965,1,0,0,0
11,3,2014-11-26,11103,1428,1,1,0,0
11,5,2013-09-06,6179,1024,1,0,0,0
11,5,2014-10-10,7981,1102,1,1,0,0
11,2,2014-10-21,6533,920,1,1,0,1
11,1,2014-11-10,8219,1141,1,1,0,0
11,4,2013-01-17,6968,1043,1,0,0,0
11,1,2015-01-26,7481,968,1,1,0,0
11,6,2013-11-16,7107,945,1,0,0,0
11,2,2015-05-12,6575,964,1,0,0,0
11,2,2013-09-03,7021,1152,1,0,0,0
11,5,2015-03-20,6970,1009,1,1,0,0
11,3,2015-05-13,8276,1238,1,0,0,0
11,6,2013-11-09,4961,686,1,0,0,0
11,2,2015-04-28,8320,1176,1,1,0,0
11,4,2014-01-09,6945,944,1,1,0,0
11,6,2015-07-04,5372,812,1,0,0,0
11,2,2014-11-18,6829,1000,1,0,0,0
11,4,2013-04-04,7635,1131,1,0,0,1
11,2,2014-02-11,6525,1060,1,0,0,0
11,3,2013-06-19,7887,1198,1,1,0,0
11,2,2015-06-16,8810,1169,1,1,0,0
11,6,2014-06-28,5729,759,1,0,0,0
11,6,2015-04-18,5331,773,1,0,0,0
11,1,2015-02-16,9773,1185,1,1,0,0
11,6,2013-06-08,6255,914,1,0,0,0
11,3,2013-06-05,8321,1271,1,1,0,0
11,5,2014-02-14,7889,1230,1,0,0,0
11,3,2013-11-06,9758,1341,1,1,0,0
11,1,2013-11-18,10499,1324,1,1,0,0
11,4,2014-06-26,6375,1000,1,0,0,0
11,5,2013-07-05,8218,1146,1,1,0,1
12,1,2013-08-12,11294,1238,1,1,0,0
12,3,2013-08-21,5784,827,1,0,0,0
12,4,2014-11-20,6108,815,1,0,0,0
12,4,2013-06-27,6493,824,1,0,0,1
12,6,2015-01-03,6068,721,1,0,0,0
12,6,2014-11-15,7340,831,1,0,0,0
12,6,2014-03-01,6531,811,1,0,0,0
12,1,2014-09-22,6217,830,1,0,0,0
12,6,2013-08-17,5963,779,1,0,0,0
12,3,2014-11-26,10070,1107,1,1,0,0
12,5,2013-09-06,5466,799,1,0,0,0
12,5,2014-10-10,8770,1014,1,1,0,0
12,2,2014-10-21,7206,788,1,1,0,1
12,1,2014-11-10,9042,983,1,1,0,0
12,4,2013-01-17,5247,700,1,0,0,0
12,1,2015-01-26,9447,937,1,1,0,0
12,6,2013-11-16,6971,819,1,0,0,0
12,2,2015-05-12,5664,787,1,0,0,0
12,2,2013-09-03,6026,824,1,0,0,0
12,5,2015-03-20,8440,918,1,1,0,0
12,3,2015-05-13,7400,958,1,0,0,0
12,6,2013-11-09,5873,771,1,0,0,0
12,2,2015-04-28,10132,1017,1,1,0,0
12,4,2014-01-09,7959,890,1,1,0,0
12,6,2015-07-04,5119,659,1,0,0,0
12,2,2014-11-18,6416,828,1,0,0,0
12,4,2013-04-04,6197,844,1,0,0,1
12,2,2014-02-11,5247,755,1,0,0,0
12,3,2013-06-19,7799,909,1,1,0,0
12,2,2015-06-16,9626,985,1,1,0,0
12,6,2014-06-28,6416,766,1,0,0,0
12,6,2015-04-18,6901,855,1,0,0,0
12,1,2015-02-16,10936,1098,1,1,0,0
12,6,2013-06-08,6409,1019,1,0,0,0
12,3,2013-06-05,8103,957,1,1,0,0
12,5,2014-02-14,5969,809,1,0,0,0
12,3,2013-11-06,8682,935,1,1,0,0
12,1,2013-11-18,10535,1073,1,1,0,0
12,4,2014-06-26,5093,709,1,0,0,0
12,5,2013-07-05,8615,952,1,1,0,1
13,3,2015-06-03,5512,432,1,1,0,1
13,3,2013-02-13,3154,284,1,0,0,1
13,3,2015-04-22,3560,300,1,0,0,0
13,2,2014-01-21,7046,475,1,1,0,0
13,4,2015-03-19,4526,351,1,1,0,0
13,3,2013-01-16,2813,262,1,0,0,0
13,3,2014-03-05,5719,427,1,1,0,1
13,4,2013-11-21,5316,408,1,1,0,0
13,5,2013-12-20,7997,564,1,1,0,0
13,2,2013-04-16,2841,265,1,0,0,0
13,2,2014-02-18,6993,485,1,1,0,0
13,4,2013-06-13,3213,271,1,0,0,0
13,1,2014-04-14,8311,577,1,1,0,1
13,6,2015-02-21,4472,356,1,0,0,0
13,3,2015-07-29,6648,406,1,1,0,0
13,4,2014-04-24,3914,320,1,0,0,1
13,3,2013-02-20,4876,385,1,1,0,0
13,1,2013-08-26,8337,580,1,1,0,1
13,2,2014-06-17,6547,491,1,1,0,1
13,5,2013-09-27,5168,417,1,1,0,0
13,6,2013-10-26,4336,348,1,0,0,0
13,1,2015-04-27,7369,507,1,1,0,0
13,6,2014-03-29,4865,395,1,0,0,0
13,3,2015-05-27,3707,282,1,0,0,1
13,6,2014-05-03,4561,379,1,0,0,0
13,6,2013-04-27,4951,390,1,0,0,0
13,5,2014-03-28,3777,320,1,0,0,0
13,4,2013-10-17,2989,298,1,0,0,0
13,3,2013-05-29,6906,533,1,1,0,1
13,5,2013-03-22,5340,432,1,1,0,0
13,2,2015-06-16,7159,419,1,1,0,0
13,4,2015-02-05,5019,357,1,1,0,0
13,3,2013-10-23,5823,430,1,1,0,0
13,2,2015-04-28,6831,439,1,1,0,0
13,1,2015-03-09,3296,290,1,0,0,0
13,3,2013-09-25,4835,368,1,1,0,0
13,1,2015-02-02,5859,435,1,1,0,0
13,2,2013-12-17,8873,575,1,1,0,0
13,5,2015-02-20,5360,411,1,1,0,1
13,5,2014-05-09,6095,459,1,1,0,0
14,6,2013-08-10,2897,324,1,0,0,0
14,2,2013-08-20,4202,566,1,0,0,1
14,5,2013-10-11,5500,618,1,1,0,0
14,5,2013-06-14,5660,689,1,0,0,0
14,2,2013-12-17,8580,909,1,1,0,0
14,1,2014-11-17,6045,719,1,0,0,0
14,2,2014-04-15,7437,754,1,1,0,1
14,3,2013-10-30,4761,588,1,0,0,1
14,3,2014-10-08,5557,604,1,1,0,1
14,1,2013-08-26,7512,793,1,1,0,1
14,1,2014-05-12,5367,651,1,0,0,0
14,4,2013-06-27,4803,582,1,0,0,0
14,6,2013-02-09,3338,387,1,0,0,0
14,4,2013-01-10,6046,703,1,1,0,0
14,4,2013-01-17,4637,602,1,0,0,0
14,6,2015-01-24,3183,365,1,0,0,0
14,6,2013-11-16,3570,415,1,0,0,0
14,1,2015-05-11,5219,622,1,0,0,0
14,1,2014-08-25,5077,648,1,0,0,0
14,4,2015-03-19,5623,641,1,1,0,0
14,2,2015-05-12,5518,644,1,0,0,0
14,2,2014-12-09,5514,654,1,0,0,0
14,1,2015-04-27,7786,801,1,1,0,0
14,4,2013-11-14,5093,596,1,0,0,0
14,6,2015-07-04,3649,408,1,0,0,0
14,2,2013-08-27,5886,692,1,1,0,1
14,4,2013-04-04,5139,613,1,0,0,1
14,1,2014-02-10,5149,641,1,0,0,0
14,4,2014-03-27,5112,589,1,0,0,0
14,2,2015-06-16,7071,740,1,1,0,0
14,4,2014-01-16,4054,544,1,0,0,0
14,5,2015-04-17,6947,728,1,1,0,0
14,6,2015-02-14,3394,429,1,0,0,0
14,5,2013-07-26,4441,582,1,0,0,1
14,5,2013-02-15,5188,633,1,0,0,0
14,4,2014-08-07,5069,611,1,1,0,1
14,5,2013-03-01,5198,685,1,0,0,0
14,1,2013-11-18,7987,844,1,1,0,0
14,4,2014-06-26,4501,584,1,0,0,0
14,1,2013-09-30,6696,812,1,0,0,0
15,1,2013-08-12,10072,941,1,1,0,0
15,3,2013-08-21,4709,532,1,0,0,0
15,4,2014-11-20,5497,606,1,0,0,0
15,4,2013-06-27,6692,641,1,0,0,1
15,6,2015-01-03,4865,565,1,0,0,0
15,6,2014-11-15,5487,604,1,0,0,0
15,6,2014-03-01,6013,678,1,0,0,0
15,1,2014-09-22,5307,574,1,0,0,0
15,6,2013-08-17,5536,659,1,0,0,0
15,3,2014-11-26,7828,719,1,1,0,0
15,5,2013-09-06,5432,633,1,0,0,0
15,5,2014-10-10,7629,740,1,1,0,0
15,2,2014-10-21,5777,560,1,1,0,1
15,1,2014-11-10,8386,748,1,1,0,0
15,4,2013-01-17,5042,532,1,0,0,0
